measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1510091722.csv	p1	0.47834	0	155.809	829	0
BD18_1510091722.csv	p3	0.58659	3.526	36.5994	1015	7
BD18_1510091722.csv	p4	0.80367	19.406	62.0002	1388	39
BD18_1510091722.csv	p5	0.97303	98.592	58.8117	1679	198
BD18_1510091722.csv	p7	0.45215	4.493	206.648	784	9
BD18_1510091722.csv	p8	0.82869	19.406	33.2382	1431	39
BD18_1510091722.csv	p10	0.83801	19.406	30.9188	1447	39
BD18_1510091722.csv	p11	1.01551	97.095	36.5605	1752	195
BD18_1510091722.csv	p12	0.84615	19.406	38.3291	1461	39
BD18_1510091722.csv	p14	0.85023	19.406	38.1062	1468	39
BD18_1510091722.csv	p15	0.49696	6.427	250.89	861	13
BD18_1510091722.csv	p16	0.58775	16.396	34.2611	1017	33
BD18_1510091722.csv	p18	0.81298	29.39	99.3937	1404	59
BD18_1510091722.csv	p19	0.54818	7.394	412.374	949	15
BD18_1510091722.csv	p21	0.94335	96.127	92.7704	1628	193
BD18_1510091722.csv	p22	0.51384	16.396	89.4123	890	33
BD18_1510091722.csv	p23	1.00387	98.592	39.8971	1732	198
BD18_1510091722.csv	p24	0.84092	29.39	66.0112	1452	59
BD18_1510091722.csv	p26	0.51384	22.932	76.8767	890	46
BD18_1510091722.csv	p28	0.64362	19.406	67.8054	1113	39
BD18_1510091722.csv	p29	0.85197	29.39	49.0946	1471	59
BD18_1510091722.csv	p31	0.92414	101.478	112.104	1595	204
BD18_1510091722.csv	p32	1.02191	98.062	34.2403	1763	197
BD18_1510091722.csv	p33	0.68436	29.39	30.5633	1183	59
BD18_1510091722.csv	p34	1.14006	98.062	59.1594	1966	197
BD18_1510091722.csv	p35	0.64304	29.39	363.365	1112	59
BD18_1510091722.csv	p37	1.01086	98.062	38.0672	1744	197
BD18_1510091722.csv	p38	1.03355	98.062	31.2377	1783	197
BD18_1510091722.csv	p39	0.65002	45.786	36.598	1124	92
BD18_1510091722.csv	p41	0.59706	28.408	150.442	1033	57
BD18_1510091722.csv	p42	0.60637	103.522	76.5105	1049	208
BD18_1510091722.csv	p44	0.59706	19.406	310.076	1033	39
BD18_1510091722.csv	p45	0.59706	37.799	399.079	1033	76
BD18_1510091722.csv	p46	0.88806	117.016	51.211	1533	235
BD18_1510091722.csv	p47	0.59764	56.675	208.134	1034	114
