measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1510091719.csv	p1	0.47915	0	106.52	830	0
BD18_1510091719.csv	p2	0.59793	56.737	113.505	1034	114
BD18_1510091719.csv	p3	0.58745	4.056	37.8905	1016	8
BD18_1510091719.csv	p5	0.64451	19.438	47.7447	1114	39
BD18_1510091719.csv	p6	0.97757	97.656	48.8428	1686	196
BD18_1510091719.csv	p7	0.96243	97.656	44.0102	1660	196
BD18_1510091719.csv	p8	1.01134	97.656	33.504	1744	196
BD18_1510091719.csv	p9	0.54844	7.425	232.723	949	15
BD18_1510091719.csv	p10	0.4972	6.989	231.87	861	14
BD18_1510091719.csv	p11	1.016	98.093	32.539	1752	197
BD18_1510091719.csv	p12	0.81337	29.437	44.8295	1404	59
BD18_1510091719.csv	p14	1.00668	97.656	34.6746	1736	196
BD18_1510091719.csv	p15	1.00086	97.656	37.0627	1726	196
BD18_1510091719.csv	p16	1.02357	97.656	30.9742	1765	196
BD18_1510091719.csv	p17	0.45236	4.493	198.354	784	9
BD18_1510091719.csv	p18	0.95486	97.656	46.3095	1647	196
BD18_1510091719.csv	p19	0.53796	7.425	56.2239	931	15
BD18_1510091719.csv	p21	0.92458	100.043	120.756	1595	201
BD18_1510091719.csv	p22	0.59735	29.437	171.196	1033	59
BD18_1510091719.csv	p23	1.1406	97.656	51.7717	1966	196
BD18_1510091719.csv	p24	0.59793	19.438	269.433	1034	39
BD18_1510091719.csv	p25	0.97291	97.656	48.5995	1678	196
BD18_1510091719.csv	p26	0.64393	29.437	284.31	1113	59
BD18_1510091719.csv	p27	0.60667	102.523	97.4601	1049	206
BD18_1510091719.csv	p28	0.59793	37.846	259.606	1034	76
BD18_1510091719.csv	p30	0.88848	117.016	49.7073	1533	235
BD18_1510091719.csv	p31	0.94846	98.093	48.0579	1636	197
